Date,SPY ,return
2010-01-05,84.80236053466797,0.0026432052123800294
2010-01-06,84.86209869384766,0.0007041918138888893
2010-01-07,85.22030639648438,0.004212172706145821
2010-01-08,85.50390625,0.0033223186094020864
2010-01-11,85.62329864501953,0.001395364512201353
2010-01-12,84.82475280761719,-0.009370030025137041
2010-01-13,85.54117584228516,0.008410452294047185
2010-01-14,85.7725601196289,0.0027012944028719198
2010-01-15,84.8098373413086,-0.011287600764582219
2010-01-19,85.86956024169922,0.01241786100830894
2010-01-20,84.99641418457031,-0.010220333924721542
2010-01-21,83.36199951171875,-0.019416505354238365
2010-01-22,81.50370788574219,-0.02254404943983657
2010-01-25,81.9216537475586,0.00511483369305744
2010-01-26,81.57833862304688,-0.004199579756623081
2010-01-27,81.96641540527344,0.004745826460965286
2010-01-28,81.02607727050781,-0.01153855066833957
2010-01-29,80.14545440673828,-0.010927880602092746
2010-02-01,81.39176940917969,0.01543099111742632
2010-02-02,82.37686157226562,0.012030436333269116
2010-02-03,81.96641540527344,-0.004994996180263219
2010-02-04,79.43647003173828,-0.03135201204312242
2010-02-05,79.60063171386719,0.0020644458259228026
2010-02-08,79.0260009765625,-0.007245104320257818
2010-02-09,80.01858520507812,0.01248199815394438
2010-02-10,79.8618392944336,-0.001960789901018186
2010-02-11,80.69771575927734,0.010412136682593663
2010-02-12,80.63053131103516,-0.000832891367086833
2010-02-16,81.89926147460938,0.015612595243448617
2010-02-17,82.28732299804688,0.004727088358629408
2010-02-18,82.77244567871094,0.005878162576070734
2010-02-19,82.94409942626953,0.002071655655640083
2010-02-22,82.9590072631836,0.0001797173935035217
2010-02-23,81.95149230957031,-0.012219082373277092
2010-02-24,82.70528411865234,0.009155979989574629
2010-02-25,82.59332275390625,-0.0013546560855657024
2010-02-26,82.64553833007812,0.0006320011838299515
2010-03-01,83.50379180908203,0.01033120160024103
2010-03-02,83.73514556884766,0.002766746918811902
2010-03-03,83.80977630615234,0.0008908744163109907
2010-03-04,84.06351470947266,0.003022977568561352
2010-03-05,85.26507568359375,0.014192300775732993
2010-03-08,85.27999114990234,0.00017491524819288336
2010-03-09,85.42178344726562,0.0016612871226282203
2010-03-10,85.80243682861328,0.004446263593282542
2010-03-11,86.16064453125,0.004166106095619798
2010-03-12,86.1681137084961,8.668520944570702e-05
2010-03-15,86.19047546386719,0.0002594794446153697
2010-03-16,86.87709045410156,0.007934688270299054
2010-03-17,87.39202117919922,0.005909621261904395
2010-03-18,87.34725952148438,-0.000512325088147726
2010-03-19,86.90513610839844,-0.005074528361476937
2010-03-22,87.36973571777344,0.005331815254286239
2010-03-23,87.9842300415039,0.007008644902375169
2010-03-24,87.55707550048828,-0.004866722197287574
2010-03-25,87.41471099853516,-0.001627285589493759
2010-03-26,87.36223602294922,-0.0006004793888092408
2010-03-29,87.91679382324219,0.006327735282009456
2010-03-30,87.97674560546875,0.000681682621691173
2010-03-31,87.677001953125,-0.0034128955112816776
2010-04-01,88.2764663696289,0.006813923494908698
2010-04-05,88.99591827392578,0.008116953532564815
2010-04-06,89.20570373535156,0.0023544741733927954
2010-04-07,88.69611358642578,-0.005728907667633619
2010-04-08,89.00338745117188,0.0034583571614715176
2010-04-09,89.5879135131836,0.006545986798867265
2010-04-12,89.73027801513672,0.0015878426014791095
2010-04-13,89.7977294921875,0.0007514312798452842
2010-04-14,90.81688690185547,0.01128555647346143
2010-04-15,90.89181518554688,0.0008247077556273589
2010-04-16,89.44551086425781,-0.01604033244897442
2010-04-19,89.78275299072266,0.0037632739080263023
2010-04-20,90.5845718383789,0.008891013163258521
2010-04-21,90.419677734375,-0.0018219920251494612
2010-04-22,90.68946838378906,0.002979317773390474
2010-04-23,91.28148651123047,0.006506755064436085
2010-04-26,90.93675994873047,-0.003783671289354429
2010-04-27,88.78607177734375,-0.023934530970123522
2010-04-28,89.46048736572266,0.0075672575099888445
2010-04-29,90.56956481933594,0.012321181613965974
2010-04-30,89.03333282470703,-0.017107401730653116
2010-05-03,90.18740844726562,0.012878995660797735
2010-05-04,88.06665802001953,-0.023795816158702788
2010-05-05,87.5420913696289,-0.005974283313919751
2010-05-06,84.63452911376953,-0.03377739302694874
2010-05-07,83.37554931640625,-0.014987236179561778
2010-05-10,87.04752349853516,0.04309912390883208
2010-05-11,86.80021667480469,-0.002845098708840292
2010-05-12,88.01419830322266,0.01388902790170974
2010-05-13,86.92012023925781,-0.012508607098672284
2010-05-14,85.34642028808594,-0.018271031916141187
2010-05-17,85.39139556884766,0.0005268344517147487
2010-05-18,84.2298812866211,-0.013695598324482736
2010-05-19,83.75028991699219,-0.005710110536214048
2010-05-20,80.587890625,-0.03849123455386318
2010-05-21,81.76441955566406,0.014493782384437803
2010-05-24,80.71528625488281,-0.012914202132696763
2010-05-25,80.7977066040039,0.0010206034179232792
2010-05-26,80.31061553955078,-0.006046770795140201
2010-05-27,83.00086212158203,0.0329491840343918
2010-05-28,81.95924377441406,-0.01262889818563729
2010-06-01,80.58037567138672,-0.016966954719528964
2010-06-02,82.67865753173828,0.025706355920681434
2010-06-03,82.96337890625,0.0034377946691280807
2010-06-04,80.0483627319336,-0.03576830626841487
2010-06-07,79.05165100097656,-0.01252953720066243
2010-06-08,79.89846801757812,0.0106552298757209
2010-06-09,79.47132873535156,-0.005360367067001176
2010-06-10,81.79439544677734,0.028812414166897875
2010-06-11,82.19155883789062,0.004843880311640536
2010-06-14,82.06415557861328,-0.0015512797868768924
2010-06-15,83.93013763427734,0.022483431497638862
2010-06-16,83.90013122558594,-0.00035758041996804436
2010-06-17,84.03499603271484,0.0016061539753309444
2010-06-18,84.12613677978516,0.0010839693390512063
2010-06-21,83.88520050048828,-0.002868097455309313
2010-06-22,82.49979400634766,-0.016653406957593847
2010-06-23,82.2437744140625,-0.0031081006784282003
2010-06-24,80.8809585571289,-0.016709269527798595
2010-06-25,81.21974182128906,0.004179917256734029
2010-06-28,80.9637680053711,-0.003156597470820531
2010-06-29,78.46398162841797,-0.031362059291053554
