Date,IEMG,return
2012-10-25,34.3074836730957,0.006614253156493151
2012-10-26,34.06010055541992,-0.00723688572996741
2012-10-31,34.08837890625,0.0008299041351031636
2012-11-01,34.63259506225586,0.0158387607641909
2012-11-02,34.32161331176758,-0.00902001099832377
2012-11-05,34.583133697509766,0.007590816390349545
2012-11-06,34.82343673706055,0.006924531733496794
2012-11-07,34.314544677734375,-0.01472132218373687
2012-11-08,33.96821975708008,-0.010143932901192644
2012-11-09,34.10957717895508,0.004152826072251189
2012-11-12,34.15199279785156,0.0012427380257963192
2012-11-13,33.80567169189453,-0.010192348623312636
2012-11-14,33.381591796875,-0.012623985706269995
2012-11-15,33.50175476074219,0.0035932141359243724
2012-11-16,33.57948684692383,0.0023175516466479628
2012-11-19,34.08837890625,0.015041161644178926
2012-11-20,33.996490478515625,-0.002699233599336613
2012-11-21,33.91874313354492,-0.002289541677127678
2012-11-23,34.477108001708984,0.016327811226175874
2012-11-26,34.455909729003906,-0.0006150397609493852
2012-11-27,34.20146179199219,-0.007412142245416082
2012-11-28,34.42763137817383,0.006591094083137059
2012-11-29,34.68914031982422,0.007567199193848709
2012-11-30,34.63259506225586,-0.001631386456140924
2012-12-03,34.68208312988281,0.001427924858815403
2012-12-04,34.781028747558594,0.0028488699087094557
2012-12-05,35.10615539550781,0.009304395290732946
2012-12-06,35.311119079589844,0.005821419941140205
2012-12-07,35.452484130859375,0.003995422305012643
2012-12-10,35.657447814941406,0.005764715169456111
2012-12-11,35.763465881347656,0.002968826322405123
2012-12-12,35.84120178222656,0.0021712531865547727
2012-12-13,35.728126525878906,-0.00315988295845317
2012-12-14,35.88362503051758,0.00434282769665046
2012-12-17,35.91895294189453,0.0009840291316903455
2012-12-18,36.2603759765625,0.009460480895203837
2012-12-19,36.2603759765625,0.0
2012-12-20,36.444557189941406,0.0050665504897784795
2012-12-21,35.89912033081055,-0.015079332795598657
2012-12-24,35.884952545166016,-0.0003947334070322638
2012-12-26,36.161216735839844,0.007669125159060088
2012-12-27,36.34400177001953,0.005041993532927784
2012-12-28,36.41484069824219,0.0019472258821824993
2012-12-31,36.981605529785156,0.015444238140498352
2013-01-02,37.73258590698242,0.020103427604331245
2013-01-03,37.491695404052734,-0.006404616226487974
2013-01-04,37.51295471191406,0.0005668797440631533
2013-01-07,37.300411224365234,-0.005681980932617073
2013-01-08,37.03828811645508,-0.007052159819314485
2013-01-09,37.22248077392578,0.004960709078300182
2013-01-10,37.491695404052734,0.007206551929568278
2013-01-11,37.187068939208984,-0.008158360871477983
2013-01-14,37.335838317871094,0.0039925864881636165
2013-01-15,37.13038635253906,-0.0055180046402956975
2013-01-16,37.12330627441406,-0.00019069969171835202
2013-01-17,37.37834548950195,0.006846565285610776
2013-01-18,37.38543701171875,0.00018970474742766903
2013-01-22,37.335838317871094,-0.0013275657010242575
2013-01-23,37.14455795288086,-0.005136406225209888
2013-01-24,37.03828811645508,-0.0028650803993441874
2013-01-25,36.93201446533203,-0.0028734159665334265
2013-01-28,36.64154815673828,-0.00789598348568191
2013-01-29,37.06663131713867,0.011534347374223968
2013-01-30,36.861175537109375,-0.005558295795008788
2013-01-31,36.89658737182617,0.0009602199427168471
2013-02-01,37.158721923828125,0.007079455863850333
2013-02-04,36.684059143066406,-0.012856214559186634
2013-02-05,36.861175537109375,0.0048165387526194975
2013-02-06,36.79032897949219,-0.0019238325118599783
2013-02-07,36.51402282714844,-0.007538637314070079
2013-02-08,36.79032897949219,0.00753863731407019
2013-02-11,36.719486236572266,-0.001927436891073731
2013-02-12,36.769073486328125,0.0013495231766298276
2013-02-13,36.96035385131836,0.005188723174671714
2013-02-14,36.981605529785156,0.0005748205546576976
2013-02-15,36.875335693359375,-0.0028777230143421325
2013-02-19,36.85408020019531,-0.0005765810971189362
2013-02-20,36.58486557006836,-0.00733169119579032
2013-02-21,36.23773193359375,-0.009533751271945461
2013-02-22,36.43609619140625,0.0054590422867095405
2013-02-25,35.91184616088867,-0.014492719198785415
2013-02-26,36.18104934692383,0.007468265364331594
2013-02-27,36.52110290527344,0.009354772250948693
2013-02-28,36.32982635498047,-0.005251188743159408
2013-03-01,36.42192459106445,0.0025318506863195615
2013-03-04,36.173973083496094,-0.006831032597995649
2013-03-05,36.528202056884766,0.009744736683023076
2013-03-06,36.69113540649414,0.004450562493350273
2013-03-07,36.79032897949219,0.00269982733956901
2013-03-08,37.06663131713867,0.007482128306868798
2013-03-11,36.89658737182617,-0.004598075852291952
2013-03-12,36.52110290527344,-0.010228808315683798
2013-03-13,36.23064041137695,-0.007985074281692891
2013-03-14,36.39358901977539,0.004487452276440515
2013-03-15,36.08186721801758,-0.008602187282697443
2013-03-18,35.678043365478516,-0.011254978221024347
2013-03-19,35.401737213134766,-0.007774575043636761
2013-03-20,35.65678787231445,0.007178639133386607
2013-03-21,35.288394927978516,-0.01038537758045833
2013-03-22,35.401737213134766,0.003206738447071691
2013-03-25,35.35923767089844,-0.0012012142968987768
2013-03-26,35.82681655883789,0.01313700043003353
2013-03-27,35.897666931152344,0.001975626506087304
2013-03-28,35.96143341064453,0.0017747646693728025
2013-04-01,35.62844467163086,-0.009302743610210608
2013-04-02,35.65678787231445,0.0007952054350020577
2013-04-03,35.27421951293945,-0.010787160177151235
2013-04-04,35.1821174621582,-0.002614444837688875
2013-04-05,35.09711456298828,-0.0024190059615243993
2013-04-08,35.11127853393555,0.00040348370086940873
2013-04-09,35.42300033569336,0.008838931544606727
2013-04-10,35.77014923095703,0.009752389065252557
2013-04-11,35.77014923095703,0.0
2013-04-12,35.345069885253906,-0.011954808368117728
2013-04-15,34.445316314697266,-0.025785884667848816
2013-04-16,35.2175407409668,0.02217124280555361
2013-04-17,34.68619918823242,-0.015202385066660676
2013-04-18,34.714534759521484,0.0008165784784036851
2013-04-19,35.2175407409668,0.014385806588257093
2013-04-22,35.3804817199707,0.004616029249802475
2013-04-23,35.536354064941406,0.004395926418714103
2013-04-24,35.66387176513672,0.0035819503393486507
2013-04-25,35.92601013183594,0.007323368367980789
2013-04-26,35.67095184326172,-0.007124865651071786
2013-04-29,36.02518081665039,0.00988147735704139
2013-04-30,36.46443557739258,0.012119256768782047
2013-05-01,36.09603500366211,-0.010154392227846748
2013-05-02,36.38650131225586,0.008014837180402079
2013-05-03,36.69113540649414,0.00833732103365833
2013-05-06,36.69822311401367,0.00019315354935514105
2013-05-07,36.981605529785156,0.0076923038050994074
2013-05-08,37.22956848144531,0.006682656021957668
2013-05-09,36.93910217285156,-0.00783262773999288
2013-05-10,36.67695999145508,-0.007121904696054644
2013-05-13,36.43609619140625,-0.006588827878397575
2013-05-14,36.58486557006836,0.004074708985235967
2013-05-15,36.61320495605469,0.0007743206125132017
2013-05-16,36.49277114868164,-0.0032947762341186742
2013-05-17,36.60613250732422,0.0031015909637383066
2013-05-20,36.719486236572266,0.003091793059159204
2013-05-21,36.73365020751953,0.00038566007684649354
2013-05-22,36.32273864746094,-0.011249280172974841
2013-05-23,36.03935241699219,-0.007832490052764677
2013-05-24,35.80556869506836,-0.006508032675205462
2013-05-28,35.954349517822266,0.0041466333754067875
2013-05-29,35.63553237915039,-0.008906824202201995
2013-05-30,35.56468963623047,-0.0019899591403619984
2013-05-31,34.87040328979492,-0.019714855340496204
2013-06-03,35.366310119628906,0.014121249313999688
2013-06-04,34.990840911865234,-0.010673336447254522
2013-06-05,34.40989685058594,-0.016742116863821876
2013-06-06,34.66495132446289,0.007384906077097952
2013-06-07,34.424076080322266,-0.006972922594723303
2013-06-10,33.991912841796875,-0.012633566899856664
2013-06-11,33.40388107299805,-0.01745054570700509
2013-06-12,33.19135284423828,-0.006382707523431467
2013-06-13,33.73686218261719,0.01630168737171926
2013-06-14,33.21968460083008,-0.015448462986119085
2013-06-17,33.524322509765625,0.009128610570926426
2013-06-18,33.58808517456055,0.0019001757254880436
2013-06-19,32.659996032714844,-0.028020430110909225
2013-06-20,31.235994338989258,-0.04457987150314075
2013-06-21,31.689411163330078,0.014411497812488154
2013-06-24,31.12972640991211,-0.01781939659562343
2013-06-25,31.618568420410156,0.015581360475832015
2013-06-26,32.10032653808594,0.015121646350699508
2013-06-27,32.633731842041016,0.016480269890599863
2013-06-28,32.93403625488281,0.00916018712881076
2013-07-01,32.948333740234375,0.00043403069977808554
2013-07-02,32.47641372680664,-0.014426595947214531
2013-07-03,32.2547607421875,-0.006848442122421262
2013-07-05,31.997356414794922,-0.008012364910319479
2013-07-08,31.99020767211914,-0.000223441626745289
2013-07-09,32.347713470458984,0.011113491751138679
2013-07-10,32.11891555786133,-0.007098211173845639
2013-07-11,33.51321029663086,0.04249457201334428
2013-07-12,33.18429946899414,-0.009862841807418895
2013-07-15,33.6204719543457,0.013058309280353798
2013-07-16,33.699119567871094,0.002336545648244592
2013-07-17,33.94221878051758,0.0071879198504627385
2013-07-18,33.66336441040039,-0.00824949474250715
2013-07-19,33.54896545410156,-0.003404109543600863
2013-07-22,33.806365966796875,0.007643099968798753
2013-07-23,34.163883209228516,0.010519912577032185
2013-07-24,33.79206085205078,-0.010943150679835197
2013-07-25,34.03517150878906,0.007168557211039088
2013-07-26,33.98512649536133,-0.001471473190388229
2013-07-29,33.57756805419922,-0.012064746306724846
2013-07-30,33.48461151123047,-0.0027722511586992064
2013-07-31,33.27724838256836,-0.006212043697642313
2013-08-01,33.806365966796875,0.015775195245218185
2013-08-02,33.86357879638672,0.001690938079595505
2013-08-05,33.65621566772461,-0.006142310777361087
2013-08-06,33.284400939941406,-0.011108907277972938
2013-08-07,32.93403625488281,-0.010582187362309148
2013-08-08,33.52750778198242,0.017859570080695334
2013-08-09,33.6204719543457,0.0027689360759544047
2013-08-12,33.84212112426758,0.006571047964494127
2013-08-13,34.02802276611328,0.005478170403180194
2013-08-14,34.12812805175781,0.0029375296705572147
2013-08-15,33.72056579589844,-0.012014001593884209
2013-08-16,33.51321029663086,-0.006168213917282056
2013-08-19,32.891143798828125,-0.018736262224930245
2013-08-20,32.883995056152344,-0.00021736914063203618
2013-08-21,32.11176300048828,-0.023763655324417834
2013-08-22,32.58367919921875,0.014589113327393995
2013-08-23,32.93403625488281,0.010695134678871421
2013-08-26,32.633731842041016,-0.0091601871288108
2013-08-27,31.882953643798828,-0.02327497406877287
2013-08-28,31.947307586669922,0.002016409252767692
2013-08-29,32.21186447143555,0.008246938845924399
2013-08-30,32.44782638549805,0.007298610878064256
2013-09-03,32.71952438354492,0.008338518264814448
2013-09-04,33.205745697021484,0.014750948438369136
2013-09-05,33.50605392456055,0.009003212558130436
2013-09-06,33.97083282470703,0.013776161678309067
2013-09-09,34.78596115112305,0.02371159184053488
2013-09-10,35.114864349365234,0.00941063637493161
2013-09-11,35.08625793457031,-0.0008149845884965803
2013-09-12,34.7287483215332,-0.010241716135755443
2013-09-13,34.921810150146484,0.0055437408485378955
2013-09-16,35.25787353515625,0.009577300327781405
2013-09-17,35.25071716308594,-0.00020299291260872637
2013-09-18,36.61640548706055,0.03801050322694623
2013-09-19,36.55206298828125,-0.0017587498195711583
2013-09-20,35.75838851928711,-0.02195274199919214
2013-09-23,35.84419631958008,0.002396780550964338
2013-09-24,35.60108184814453,-0.006805639673477751
2013-09-25,35.37227249145508,-0.006447776113288784
2013-09-26,35.47238540649414,0.0028262676297578057
2013-09-27,35.08625793457031,-0.010944975930093512
2013-09-30,34.78596115112305,-0.008595651786434911
2013-10-01,35.42947769165039,0.018330286599753897
2013-10-02,35.52958679199219,0.0028216033423784817
2013-10-03,35.408023834228516,-0.0034273236915070343
2013-10-04,35.80128860473633,0.011045430864935299
2013-10-07,35.49382781982422,-0.00862507016964505
2013-10-08,35.21497344970703,-0.00788744288624131
2013-10-09,35.5367317199707,0.009095483640591375
