Date,GBPUSD=X,return
2010-01-04,1.6113698482513428,-0.0011931786032156099
2010-01-05,1.599078893661499,-0.007656882652371738
2010-01-06,1.602384328842163,0.0020649535074898587
2010-01-07,1.5933969020843506,-0.0056245717726447885
2010-01-08,1.602410078048706,0.005640640951053283
2010-01-11,1.6112918853759766,0.005527475815839156
2010-01-12,1.615169644355774,0.002403723590793272
2010-01-13,1.628611445426941,0.008287783693892851
2010-01-14,1.6333998441696167,0.0029358587429298665
2010-01-15,1.6269950866699219,-0.003928828178205766
2010-01-18,1.63529634475708,0.00508923017989461
2010-01-19,1.6356706619262695,0.0002288724833106061
2010-01-20,1.6298059225082397,-0.0035919692406768183
2010-01-21,1.620509147644043,-0.005720553248776332
2010-01-22,1.611006498336792,-0.0058812506198043435
2010-01-25,1.6250121593475342,0.008656160513798718
2010-01-26,1.614700198173523,-0.006365994792818571
2010-01-27,1.6178088188171387,0.001923349067599657
2010-01-28,1.614309310913086,-0.002165458767956098
2010-01-29,1.5984909534454346,-0.00984716383648488
2010-02-01,1.595252513885498,-0.0020279904776130116
2010-02-02,1.599206805229187,0.002475719969100361
2010-02-03,1.5920017957687378,-0.004515544173945512
2010-02-04,1.5769885778427124,-0.009475150428262566
2010-02-05,1.565802812576294,-0.007118393243530048
2010-02-08,1.5576082468032837,-0.005247202125529123
2010-02-09,1.5693906545639038,0.007535956291053405
2010-02-10,1.5612071752548218,-0.005228073610016806
2010-02-11,1.5702037811279297,0.0057460555333903925
2010-02-12,1.5698094367980957,-0.00025117367637562314
2010-02-15,1.5667105913162231,-0.001975977492494496
2010-02-16,1.579005479812622,0.00781694903456719
2010-02-17,1.5682092905044556,-0.006860816591694965
2010-02-18,1.5423054695129395,-0.016656034031653527
2010-02-19,1.5464078187942505,0.002656349949403696
2010-02-22,1.548658847808838,0.001454591874079944
2010-02-23,1.5445923805236816,-0.0026292527361005276
2010-02-24,1.5417109727859497,-0.0018672231761121768
2010-02-25,1.5243902206420898,-0.011298346208459613
2010-02-26,1.523902416229248,-0.00032005091053613857
2010-03-01,1.4978805780410767,-0.017223262885438163
2010-03-02,1.5028102397918701,0.003285687519981982
2010-03-03,1.5103002786636353,0.004971642595671794
2010-03-04,1.50360107421875,-0.004445543960109162
2010-03-05,1.5132943391799927,0.006426008852662419
2010-03-08,1.504189133644104,-0.0060349846174552165
2010-03-09,1.5016368627548218,-0.0016982164008979657
2010-03-10,1.4970060586929321,-0.0030886023207696706
2010-03-11,1.507204532623291,0.0067894794968252825
2010-03-12,1.5216069221496582,0.009510329906582793
2010-03-15,1.505434513092041,-0.010685392506553702
2010-03-16,1.5236934423446655,0.012055714164040587
2010-03-17,1.5317922830581665,0.005301192941424056
2010-03-18,1.5253669023513794,-0.004203503827033605
2010-03-19,1.5017945766448975,-0.015574195387112893
2010-03-22,1.5108022689819336,0.005980036255860067
2010-03-23,1.5021330118179321,-0.0057547078053564555
2010-03-24,1.4898910522460938,-0.00818310790494707
2010-03-25,1.4844944477081299,-0.003628722947817903
2010-03-26,1.4898022413253784,0.0035691121677868744
2010-03-29,1.498194694519043,0.005617459082519677
2010-03-30,1.5074089765548706,0.006131421112868474
2010-03-31,1.5183724164962769,0.0072467151428633435
2010-04-01,1.5291922092437744,0.007100645621416086
2010-04-02,1.5210051536560059,-0.005368226560324507
2010-04-05,1.5298004150390625,0.005765877603007192
2010-04-06,1.5270905494689941,-0.0017729557981453455
2010-04-07,1.5242043733596802,-0.0018917718824717634
2010-04-08,1.5283042192459106,0.002686215764602369
2010-04-09,1.536995530128479,0.00567078908056861
2010-04-12,1.5373972654342651,0.00026134286331429713
2010-04-13,1.5377753973007202,0.0002459256177339252
2010-04-14,1.5472211837768555,0.006123712455321735
2010-04-15,1.54655122756958,-0.00043309987204659297
2010-04-16,1.536405086517334,-0.006582109280593843
2010-04-19,1.533530592918396,-0.0018726740486725499
2010-04-20,1.5363816022872925,0.0018573887507196624
2010-04-21,1.5413308143615723,0.003216165560896447
2010-04-22,1.5373972654342651,-0.0025553091833588728
2010-04-23,1.5382012128829956,0.000522790912213454
2010-04-26,1.5467904806137085,0.005568436338487438
2010-04-27,1.5247621536254883,-0.014343693427136539
2010-04-28,1.520426869392395,-0.0028473025018917976
2010-04-29,1.5356029272079468,0.009931959815485301
2010-04-30,1.5300110578536987,-0.00364812763985777
2010-05-03,1.524924874305725,-0.003329816638003951
2010-05-04,1.5127906799316406,-0.0079890685591379
2010-05-05,1.5097986459732056,-0.0019797826387296055
2010-05-06,1.4863920211791992,-0.015624573717354312
2010-05-07,1.4783058166503906,-0.005455007574435762
2010-05-10,1.4861931800842285,0.005321224297049538
2010-05-11,1.4920918941497803,0.0039611532351359665
2010-05-12,1.483701467514038,-0.005639134073175678
2010-05-13,1.4613901376724243,-0.015151825260402508
2010-05-14,1.4538053274154663,-0.005203649266670565
2010-05-17,1.4480162858963013,-0.003989941471631299
2010-05-18,1.4296742677688599,-0.012747907518327448
2010-05-19,1.4416700601577759,0.008355572031725753
2010-05-20,1.4348437786102295,-0.004746227374255858
2010-05-21,1.4481000900268555,0.009196436315995142
2010-05-24,1.4409013986587524,-0.004983525480964219
2010-05-25,1.4415037631988525,0.0004179596656569704
2010-05-26,1.4383935928344727,-0.0021599183505668466
2010-05-27,1.4560492038726807,0.012199812716600544
2010-05-28,1.4452955722808838,-0.0074128941335785715
2010-05-31,1.4522007703781128,0.004766329515721779
2010-06-01,1.4667057991027832,0.009938754652374855
2010-06-02,1.46500825881958,-0.001158053233962817
2010-06-03,1.4634003639221191,-0.001098135722285799
2010-06-04,1.445797085762024,-0.012101958226085755
2010-06-07,1.4474084377288818,0.001113887085021202
2010-06-08,1.4448988437652588,-0.0017353582100193459
2010-06-09,1.4547992944717407,0.0068286343654907185
2010-06-10,1.470847725868225,0.010970969671503876
2010-06-11,1.4552016258239746,-0.01069445336390325
2010-06-14,1.4736003875732422,0.012564184057657786
2010-06-15,1.4799906015396118,0.0043270879147585956
2010-06-16,1.4736003875732422,-0.004327087914758716
2010-06-17,1.4815912246704102,0.005408012488565678
2010-06-18,1.4829974174499512,0.0009486596993737186
2010-06-21,1.4759929180145264,-0.00473439364433749
2010-06-22,1.482008457183838,0.0040673053857619625
2010-06-23,1.4968043565750122,0.009934173106720297
2010-06-24,1.4932059049606323,-0.0024069839478446887
2010-06-25,1.5067956447601318,0.009059883823160293
2010-06-28,1.509889841079712,0.0020513887968672526
2010-06-29,1.5053439140319824,-0.003015308835908814
2010-06-30,1.4944332838058472,-0.00727432580395111
2010-07-01,1.5165761709213257,0.014708214391735452
2010-07-02,1.5204963684082031,0.00258156472279362
2010-07-05,1.5132026672363281,-0.0048084632915161634
2010-07-06,1.5143942832946777,0.0007871695865403841
2010-07-07,1.5178422927856445,0.0022742361228020825
2010-07-08,1.5154958963394165,-0.0015470724119291922
2010-07-09,1.5067956447601318,-0.005757403277433736
2010-07-12,1.5024038553237915,-0.0029189108627745127
2010-07-13,1.5185105800628662,0.01066357734418165
2010-07-14,1.526810884475708,0.005451197887316791
2010-07-15,1.5443061590194702,0.011393550656045826
2010-07-16,1.530690312385559,-0.008855903249280228
2010-07-19,1.5225566625595093,-0.005327881519675385
2010-07-20,1.5287247896194458,0.0040429803402024945
2010-07-21,1.5183953046798706,-0.006779860450133803
2010-07-22,1.5272072553634644,0.005786687592633161
2010-07-23,1.543900728225708,0.010871410165012148
2010-07-26,1.5489946603775024,0.0032939599421309006
2010-07-27,1.558797836303711,0.006308792141833033
2010-07-28,1.5594055652618408,0.0003897943062466622
2010-07-29,1.5612316131591797,0.0011703046534090034
2010-07-30,1.5687997341156006,0.004835821028747386
2010-08-02,1.5889915227890015,0.012788726188475399
2010-08-03,1.5945911407470703,0.003517812681174132
2010-08-04,1.5945911407470703,0.0
2010-08-05,1.5891934633255005,-0.003390733522690134
2010-08-06,1.589142918586731,-3.180578308918726e-05
2010-08-09,1.5978014469146729,0.005433762651025712
2010-08-10,1.590609073638916,-0.004511580569106242
2010-08-11,1.5857913494110107,-0.0030334512533533808
2010-08-12,1.563281536102295,-0.014296396125744078
2010-08-13,1.5587736368179321,-0.0028877788299047874
2010-08-16,1.5603058338165283,0.0009824675108580571
2010-08-17,1.5646023750305176,0.002749868882089101
