Date,ZB=F,return
2010-07-12,126.34375,0.0004948045622971361
2010-07-13,125.46875,-0.006949643259908873
2010-07-14,126.59375,0.008926416821828414
2010-07-15,127.65625,0.008357964091412694
2010-07-16,128.09375,0.0034213132102343387
2010-07-19,127.59375,-0.003911029184761784
2010-07-20,127.96875,0.002934704967594022
2010-07-21,128.84375,0.006814336419730188
2010-07-22,128.09375,-0.00583801220256249
2010-07-23,127.15625,-0.0073457725026476114
2010-07-26,127.21875,0.000491400501288784
2010-07-27,126.34375,-0.006901678862207967
2010-07-28,126.84375,0.003949647198126889
2010-07-29,126.875,0.00024633575688066695
2010-07-30,128.71875,0.014427441840302327
2010-08-02,127.625,-0.008533515151524593
2010-08-03,128.40625,0.00610278959885359
2010-08-04,127.90625,-0.0039014923910067703
2010-08-05,128.375,0.0036580945560459022
2010-08-06,129.53125,0.008966496520946447
2010-08-09,129.34375,-0.0014485758206629906
2010-08-10,129.78125,0.003376751882021069
2010-08-11,131.375,0.01220548836608815
2010-08-12,131.21875,-0.001190051312648494
2010-08-13,132.0,0.005936144701904057
2010-08-16,133.875,0.014104606181541945
2010-08-17,132.90625,-0.007262536314005826
2010-08-18,133.34375,0.0032863879343663534
2010-08-19,134.34375,0.007471433308281491
2010-08-20,134.0,-0.0025620137456436693
2010-08-23,134.125,0.0009324009999511908
2010-08-24,135.75,0.012042757863182199
2010-08-25,135.1875,-0.004152255100767307
2010-08-26,136.0,0.00599218202277455
2010-08-27,133.6875,-0.017149898893427586
2010-08-30,135.46875,0.01323599957229122
2010-08-31,136.4375,0.00712564789524694
2010-09-01,134.59375,-0.013605652055778598
2010-09-02,133.9375,-0.004887709020588213
2010-09-03,132.875,-0.007964436571683777
2010-09-07,134.34375,0.010992977034442929
2010-09-08,133.625,-0.0053644443513456985
2010-09-09,131.96875,-0.01247221721099224
2010-09-10,131.53125,-0.003320686163372964
2010-09-13,132.09375,0.00426743179621934
2010-09-14,133.0,0.006837230454690337
2010-09-15,132.0625,-0.007073832845478314
2010-09-16,131.3125,-0.005695316771056292
2010-09-17,131.53125,0.001664487365624939
2010-09-20,132.03125,0.003794171020703498
2010-09-21,132.53125,0.003779829683316591
2010-09-22,132.71875,0.0014137608386803567
2010-09-23,132.75,0.00023543260850361804
2010-09-24,131.75,-0.007561472700576475
2010-09-27,133.34375,0.012024192966801812
2010-09-28,134.21875,0.006540551230355761
2010-09-29,133.65625,-0.004199726191447154
2010-09-30,133.71875,0.0004675081899081364
2010-10-01,133.375,-0.0025740039951728773
2010-10-04,133.90625,0.003975218610236205
2010-10-05,133.6875,-0.0016349413895292452
2010-10-06,134.8125,0.008379937306750697
2010-10-07,134.4375,-0.002785517121426312
2010-10-08,134.3125,-0.0009302326252196305
2010-10-11,134.3125,0.0
2010-10-12,133.71875,-0.004430460785638917
2010-10-13,133.4375,-0.00210551019414661
2010-10-14,132.4375,-0.007522367394425845
2010-10-15,131.03125,-0.010674991657481689
2010-10-18,132.15625,0.008549090301726018
2010-10-19,132.4375,0.00212590135575575
2010-10-20,132.65625,0.001650359917203387
2010-10-21,131.8125,-0.006380737706727764
2010-10-22,131.6875,-0.000948766674585529
2010-10-25,132.125,0.0033167526259938207
2010-10-26,130.71875,-0.01070037554792986
2010-10-27,129.875,-0.006475619223080455
2010-10-28,130.21875,0.0026432792033353526
2010-10-29,130.9375,0.005504381493729929
2010-11-01,130.625,-0.002389487397381467
2010-11-02,131.6875,0.00810106884533231
2010-11-03,130.28125,-0.010736116483337466
2010-11-04,131.6875,0.010736116483337553
2010-11-05,130.6875,-0.007622714375555509
2010-11-08,130.40625,-0.0021543993970263254
2010-11-09,128.8125,-0.012296719141148217
2010-11-10,129.0625,0.0019389245046740051
2010-11-11,128.71875,-0.0026669915189977047
2010-11-12,127.9375,-0.006087928214845874
2010-11-15,126.21875,-0.013525350657821986
2010-11-16,127.71875,0.011814068000864406
2010-11-17,127.0625,-0.00515148937598539
2010-11-18,126.53125,-0.004189778156130836
2010-11-19,127.21875,0.005418732470817646
2010-11-22,128.03125,0.006366329043892137
2010-11-23,128.5625,0.004140792666031387
2010-11-24,126.5,-0.016172859245600957
2010-11-26,127.53125,0.008119124438504191
2010-11-29,128.15625,0.0048887899862536536
2010-11-30,128.71875,0.004379569044021513
2010-12-01,126.3125,-0.01887079647251444
2010-12-02,126.03125,-0.0022291030901982287
2010-12-03,125.625,-0.0032286132603013447
2010-12-06,126.71875,0.008668784936446485
2010-12-07,124.0,-0.021688498144749893
2010-12-08,123.28125,-0.005813235124788741
2010-12-09,123.59375,0.0025316469217797266
2010-12-10,123.03125,-0.004561589258016686
2010-12-13,123.40625,0.003043370342912007
2010-12-14,121.09375,-0.018916719499202067
2010-12-15,120.5625,-0.004396748321773011
2010-12-16,121.03125,0.003880486049077814
2010-12-17,122.84375,0.014864445907108101
2010-12-20,122.25,-0.0048450942671524125
2010-12-21,122.25,0.0
2010-12-22,120.78125,-0.012087070133185567
2010-12-23,120.4375,-0.002850112047210585
2010-12-27,121.25,0.006723583643007534
2010-12-28,119.34375,-0.01584654539180297
2010-12-29,121.3125,0.016361876503439447
2010-12-30,121.0,-0.0025793153324878753
2010-12-31,122.125,0.009254564766205666
2011-01-03,121.5,-0.0051308475823436785
2011-01-04,121.3125,-0.001544401851374136
2011-01-05,119.46875,-0.015315030032542728
2011-01-06,120.09375,0.005217856868431182
2011-01-07,120.96875,0.007259560012804102
2011-01-10,121.1875,0.0018066852249490513
2011-01-11,120.96875,-0.0018066852249490357
2011-01-12,120.78125,-0.0015511895561258037
2011-01-13,121.46875,0.0056759698307007255
2011-01-14,120.90625,-0.0046415761517102135
2011-01-18,120.4375,-0.0038845057262012744
2011-01-19,121.0,0.004659599422155977
2011-01-20,119.46875,-0.01273571470005485
2011-01-21,120.09375,0.005217856868431182
2011-01-24,120.3125,0.0018198367169858993
2011-01-25,121.71875,0.01162053102301879
2011-01-26,120.0625,-0.013700614976346698
2011-01-27,120.71875,0.005451019337779271
2011-01-28,121.4375,0.00593626727110411
2011-01-31,120.625,-0.006713167478508801
2011-02-01,119.9375,-0.0057157858912313675
2011-02-02,119.53125,-0.0033929303070089523
2011-02-03,119.09375,-0.0036668453867759617
2011-02-04,117.875,-0.010286257120512052
2011-02-07,118.09375,0.0018540595961408458
2011-02-08,117.3125,-0.0066374862030348135
2011-02-09,118.3125,0.008488114622814116
2011-02-10,117.5,-0.006891095385327949
2011-02-11,118.40625,0.007683174634660537
2011-02-14,118.9375,0.004476636837493966
2011-02-15,118.96875,0.00026270852640248373
2011-02-16,118.9375,-0.00026270852640251533
2011-02-17,119.4375,0.004195076944123565
2011-02-18,119.21875,-0.0018331810816609605
2011-02-22,120.84375,0.013538347888739637
2011-02-23,120.8125,-0.0002586318390208891
2011-02-24,121.53125,0.005931674387471165
2011-02-25,121.71875,0.0015416241491013616
2011-02-28,121.9375,0.0017955628782077902
2011-03-01,122.0,0.0005124263499266944
2011-03-02,121.0625,-0.007714103566041878
2011-03-03,119.96875,-0.009075648966143428
2011-03-04,120.8125,0.007008464767478465
2011-03-07,120.78125,-0.0002586987467538888
2011-03-08,120.09375,-0.005708370456678409
2011-03-09,120.9375,0.007001195458983561
2011-03-10,121.90625,0.007978423482829063
2011-03-11,121.875,-0.00025637738891873924
2011-03-14,122.34375,0.003838776307165667
2011-03-15,122.875,0.004332872842153613
2011-03-16,124.0625,0.00961789241417891
2011-03-17,123.5,-0.004544314813477627
2011-03-18,123.34375,-0.00126598320491134
2011-03-21,123.0625,-0.002282816463776312
2011-03-22,122.9375,-0.001016260250066479
2011-03-23,121.28125,-0.013563867580098102
2011-03-24,120.75,-0.0043899360364977194
2011-03-25,120.25,-0.004149383546811478
2011-03-28,120.40625,0.0012985328405604435
2011-03-29,119.75,-0.005465205535406445
2011-03-30,120.1875,0.0036467870579738482
2011-03-31,120.1875,0.0
2011-04-01,120.375,0.0015588467692910996
2011-04-04,120.375,0.0
2011-04-05,119.84375,-0.0044230591166595674
2011-04-06,118.96875,-0.007327957418859179
2011-04-07,118.65625,-0.0026301961506949943
2011-04-08,118.53125,-0.001054018542903442
2011-04-11,118.5,-0.0002636783139864678
2011-04-12,119.34375,0.007095023850603715
2011-04-13,119.8125,0.0039200363800735005
2011-04-14,119.6875,-0.0010438414308981089
2011-04-15,120.8125,0.009355577593584536
2011-04-18,121.15625,0.0028412779026530093
2011-04-19,121.46875,0.0025759931812939798
2011-04-20,121.0,-0.0038664824557555766
2011-04-21,121.03125,0.00025823111828460356
2011-04-25,121.5,0.0038654860655774385
2011-04-26,122.15625,0.005386700212625194
2011-04-27,121.375,-0.006416036381739273
2011-04-28,122.125,0.006160183751457863
2011-04-29,122.375,0.0020449904877276478
2011-05-02,122.59375,0.0017859425591514812
2011-05-03,123.09375,0.004070216761353322
2011-05-04,123.53125,0.003547900325779624
2011-05-05,124.28125,0.006052981911005073
2011-05-06,124.3125,0.00025141420622696285
2011-05-09,124.4375,0.0010050252102240882
2011-05-10,123.875,-0.004530589174263031
2011-05-11,124.40625,0.004279427550438641
2011-05-12,123.8125,-0.004784095741820969
2011-05-13,124.4375,0.0050352573656454284
2011-05-16,124.96875,0.004260124222676785
2011-05-17,125.4375,0.003743920509465061
2011-05-18,124.71875,-0.005746424307549528
2011-05-19,124.625,-0.0007519739670049922
2011-05-20,124.84375,0.0017537271186461852
2011-05-23,125.09375,0.0020005007921984736
2011-05-24,125.28125,0.0014977536499332638
2011-05-25,125.0625,-0.0017475974988282023
2011-05-26,125.96875,0.007220247973487097
2011-05-27,125.875,-0.0007445092787128361
2011-05-31,126.15625,0.0022318670144879284
2011-06-01,127.25,0.008632437377417772
2011-06-02,126.1875,-0.008384759357575818
2011-06-03,126.5625,0.002967361227802008
2011-06-06,126.34375,-0.0017298904598139527
2011-06-07,126.21875,-0.000989854077358011
2011-06-08,126.9375,0.005678326576917175
2011-06-09,126.5,-0.0034525311730285034
2011-06-10,126.96875,0.003698685020425226
2011-06-13,126.6875,-0.002217568975781365
2011-06-14,125.1875,-0.011910810786181772
2011-06-15,126.78125,0.012650546980683582
2011-06-16,127.625,0.006633116078108883
2011-06-17,127.1875,-0.0034339008479155396
2011-06-20,127.09375,-0.0007373725294161615
2011-06-21,126.9375,-0.0012301637668945208
2011-06-22,125.375,-0.012385593058503891
2011-06-23,126.4375,0.008438868645864604
2011-06-24,126.59375,0.001235025474999817
2011-06-27,125.5,-0.008677381831125425
2011-06-28,124.21875,-0.010261634283132896
2011-06-29,123.5625,-0.005297023357870009
2011-06-30,123.03125,-0.004308712786824733
2011-07-01,122.6875,-0.002797916107331097
2011-07-05,123.1875,0.004067112876259159
2011-07-06,123.65625,0.003797953672758694
2011-07-07,123.28125,-0.003037208105449671
2011-07-08,124.96875,0.013595375566843771
2011-07-11,126.1875,0.00970519002596437
2011-07-12,126.46875,0.0022263460030827594
2011-07-13,126.71875,0.00197482167364767
2011-07-14,125.8125,-0.007177360349776543
2011-07-15,126.03125,0.0017371886736312623
2011-07-18,125.6875,-0.002731224540770733
2011-07-19,126.625,0.007431295035976592
2011-07-20,125.875,-0.005940611530121059
2011-07-21,125.09375,-0.0062258948458792564
2011-07-22,125.84375,0.005977601858880471
2011-07-25,125.0625,-0.006227445707775475
2011-07-26,125.84375,0.006227445707775491
2011-07-27,125.65625,-0.0014910539541801565
2011-07-28,126.0625,0.0032278116168831224
2011-07-29,128.125,0.016228534178242073
2011-08-01,129.0,0.006806054468999496
2011-08-02,130.8125,0.013952595844546294
2011-08-03,131.28125,0.003576968163437065
2011-08-04,133.5,0.016759509470648682
2011-08-05,132.1875,-0.00988010859970711
2011-08-08,135.28125,0.02313457540165689
2011-08-09,137.1875,0.013992658627236369
2011-08-10,138.21875,0.007488971799109707
2011-08-11,135.21875,-0.021943737643442002
2011-08-12,136.9375,0.012630779930526968
2011-08-15,136.15625,-0.005721494037969768
2011-08-16,137.0625,0.006633902860391497
2011-08-17,137.9375,0.0063636578388481775
2011-08-18,139.625,0.01215957337240959
2011-08-19,140.21875,0.004243445786891979
2011-08-22,140.15625,-0.00044583148308684217
2011-08-23,139.03125,-0.008059143686854746
2011-08-24,136.84375,-0.0158589640046434
2011-08-25,137.5625,0.005238595285008533
2011-08-26,138.15625,0.004306931739836287
2011-08-29,136.8125,-0.009773915743434997
2011-08-30,138.5625,0.012710112093448621
2011-08-31,137.3125,-0.009062137231701307
2011-09-01,138.6875,0.009963850547983778
2011-09-02,141.5625,0.020518114984540443
2011-09-06,142.03125,0.0033057881344994103
2011-09-07,140.75,-0.009061836792052882
2011-09-08,141.34375,0.004209599658316816
2011-09-09,142.5,0.008147133030588689
2011-09-12,142.59375,0.0006576784189707569
2011-09-13,141.4375,-0.008141754733919915
2011-09-14,141.5625,0.0008833922835969947
2011-09-15,140.40625,-0.008201309406919774
2011-09-16,140.71875,0.00222321123141178
2011-09-19,142.9375,0.0156442542811549
2011-09-20,142.625,-0.0021886636007601816
2011-09-21,143.25,0.004372547412609336
2011-09-22,146.0625,0.01944325670422775
2011-09-23,144.71875,-0.009242408618051357
2011-09-26,142.875,-0.012822081566050698
2011-09-27,140.78125,-0.014762854872262985
2011-09-28,140.9375,0.0011092624542857557
2011-09-29,142.09375,0.008170521328286615
2011-09-30,142.625,0.003731757156955703
2011-10-03,145.28125,0.018452710708618578
2011-10-04,145.375,0.0006450919479701956
2011-10-05,143.5625,-0.012546130389511512
2011-10-06,142.4375,-0.007867173443413998
2011-10-07,141.3125,-0.007929556967714406
2011-10-10,138.6875,-0.018750549345375917
2011-10-11,139.875,0.008525965939276632
2011-10-12,138.5625,-0.009427679255559082
2011-10-13,139.53125,0.006967103134342671
2011-10-14,138.40625,-0.008095389387401198
2011-10-17,139.75,0.00966191091173689
2011-10-18,139.59375,-0.001118693482816405
2011-10-19,139.46875,-0.0008958567228488165
2011-10-20,139.0,-0.0033666286988516423
2011-10-21,138.5,-0.0036036075032985443
2011-10-24,138.09375,-0.002937523296379818
2011-10-25,140.0625,0.01415594923013224
2011-10-26,138.78125,-0.009189799068770002
2011-10-27,135.40625,-0.024619433552192878
2011-10-28,136.875,0.010788581630582423
2011-10-31,139.03125,0.015630627435549882
2011-11-01,142.0,0.021128329594945552
2011-11-02,141.75,-0.0017621149933993321
2011-11-03,140.6875,-0.007523823940910433
2011-11-04,141.0,0.0022187717112172817
2011-11-07,142.0,0.007067167223092353
2011-11-08,140.75,-0.008841790581461012
2011-11-09,142.71875,0.013890643365472653
2011-11-10,141.3125,-0.009902160347083851
2011-11-11,140.4375,-0.006211200092640636
2011-11-14,141.78125,0.009522826918689461
2011-11-15,141.5,-0.001985659780945016
2011-11-16,142.125,0.004407234987407827
2011-11-17,143.34375,0.008538639726745427
2011-11-18,142.78125,-0.003931853033900517
2011-11-21,143.59375,0.005674393226516014
2011-11-22,144.09375,0.003475997416918137
2011-11-23,145.34375,0.008637497017391551
2011-11-25,143.84375,-0.010373985406855595
2011-11-28,144.0,0.0010856585584857828
2011-11-29,143.28125,-0.005003817685161919
2011-11-30,141.625,-0.011626762542668274
2011-12-01,140.65625,-0.006863748854964187
2011-12-02,142.0625,0.009948131119555882
2011-12-05,141.8125,-0.001761339072701521
2011-12-06,141.03125,-0.005524265512785884
2011-12-07,142.125,0.007725455043425416
2011-12-08,142.84375,0.0050444234613177515
2011-12-09,141.5,-0.009451658448725551
2011-12-12,142.4375,0.006603589922610752
2011-12-13,143.40625,0.006778204589203973
2011-12-14,144.75,0.00932660485799757
2011-12-15,144.46875,-0.0019448952646057365
2011-12-16,145.5625,0.007542326456060824
2011-12-19,146.3125,0.005139197606569673
2011-12-20,144.6875,-0.011168500970576332
2011-12-21,143.25,-0.009984888685704213
2011-12-22,143.46875,0.0015258858546465682
2011-12-23,141.96875,-0.010510278489818763
2011-12-27,142.4375,0.0032963440462262816
2011-12-28,144.53125,0.014592440140896031
2011-12-29,144.5,-0.00021623959431221222
2011-12-30,144.8125,0.0021602946401081224
2012-01-03,143.09375,-0.011939792335226096
2012-01-04,142.40625,-0.0048161213932129375
2012-01-05,142.28125,-0.0008781559291004961
2012-01-06,143.03125,0.005257405318859932
2012-01-09,142.90625,-0.0008743169955868456
2012-01-10,142.84375,-0.00043744532631082787
2012-01-11,144.0,0.00806192404398273
2012-01-12,143.5625,-0.0030428191266835825
2012-01-13,145.0,0.009963261971257494
2012-01-17,145.15625,0.001077006027637966
2012-01-18,144.1875,-0.006696212514239887
2012-01-19,142.8125,-0.009581954845448578
2012-01-20,141.875,-0.0065861928528567265
2012-01-23,141.15625,-0.005078955380789558
2012-01-24,141.15625,0.0
2012-01-25,141.78125,0.004417944009359721
2012-01-26,142.84375,0.007465998667780486
2012-01-27,143.4375,0.004148024722846382
2012-01-30,144.625,0.008244785258976399
2012-01-31,145.4375,0.0056022555486697516
2012-02-01,144.34375,-0.007548833431631602
2012-02-02,144.59375,0.0017304784763942517
2012-02-03,142.40625,-0.015244197643117081
2012-02-06,143.28125,0.006125593426682576
2012-02-07,142.3125,-0.006784138066880253
2012-02-08,142.21875,-0.0006589786070430206
2012-02-09,141.53125,-0.004845824460428042
2012-02-10,142.78125,0.00879319800705754
2012-02-13,142.375,-0.00284931699619879
2012-02-14,143.5625,0.00830605868197087
2012-02-15,143.3125,-0.001742919831193824
2012-02-16,142.28125,-0.007221828083067621
2012-02-17,142.09375,-0.0013186815097715626
2012-02-21,141.53125,-0.003966510268796695
2012-02-22,142.25,0.0050655322499528884
2012-02-23,142.6875,0.003070851283573938
2012-02-24,143.0,0.0021877059698930633
2012-02-27,143.96875,0.00675163187628326
2012-02-28,143.8125,-0.001085894340605837
2012-02-29,143.09375,-0.00501035793821575
2012-03-01,141.90625,-0.0083333815591443
2012-03-02,142.65625,0.005271261931117706
2012-03-05,142.34375,-0.002192983335010103
2012-03-06,143.4375,0.007654493360532044
2012-03-07,142.9375,-0.0034919284718644143
2012-03-08,142.125,-0.005700519712299833
2012-03-09,141.75,-0.0026420094628386965
2012-03-12,141.96875,0.0015420203518151968
2012-03-13,140.6875,-0.009065844292725802
2012-03-14,138.0625,-0.018834637486615093
2012-03-15,137.96875,-0.0006792709420021136
2012-03-16,137.875,-0.0006797326646672443
2012-03-19,136.8125,-0.007736102290584895
2012-03-20,137.0625,0.0018256508950253642
2012-03-21,137.96875,0.006590184060226973
2012-03-22,137.0625,-0.006590184060226913
2012-03-23,137.8125,0.005457039463058117
2012-03-26,137.65625,-0.0011344300706117583
2012-03-27,138.3125,0.004755982240715157
2012-03-28,138.3125,0.0
2012-03-29,138.875,0.004058630148525646
2012-03-30,137.75,-0.008133799926770144
2012-04-02,138.0,0.0018132371241807218
2012-04-03,136.8125,-0.008642309874122945
2012-04-04,137.28125,0.0034203658929712138
2012-04-05,138.34375,0.007709788756361456
2012-04-09,140.59375,0.016132996109031336
2012-04-10,141.40625,0.0057624272928541225
2012-04-11,140.78125,-0.004429686091588173
2012-04-12,140.46875,-0.002222223136717667
2012-04-13,141.4375,0.0068728792877620504
2012-04-16,141.875,0.0030884648419108964
2012-04-17,141.28125,-0.0041938037407884725
2012-04-18,141.78125,0.003532792369358644
2012-04-19,142.21875,0.003080988352677983
2012-04-20,141.96875,-0.0017594022572385893
2012-04-23,142.71875,0.0052689474255956
2012-04-24,142.28125,-0.003070177850216874
2012-04-25,141.9375,-0.002418912669278303
2012-04-26,142.28125,0.0024189126692783737
2012-04-27,142.71875,0.0030701778502168955
2012-04-30,142.875,0.0010942117297023386
2012-05-01,142.09375,-0.005483071089690692
2012-05-02,142.84375,0.005264324506733814
2012-05-03,142.84375,0.0
2012-05-04,143.6875,0.00588942699138241
2012-05-07,143.75,0.0004348771540594625
2012-05-08,144.46875,0.004987541511038968
2012-05-09,144.46875,0.0
2012-05-10,144.34375,-0.0008656135576200123
2012-05-11,145.125,0.005397832387176739
2012-05-14,146.09375,0.00665309890500522
2012-05-15,146.40625,0.002136752949735242
2012-05-16,146.8125,0.0027709705463355243
2012-05-17,148.375,0.010586590510700471
2012-05-18,148.3125,-0.00042131873384972606
2012-05-21,147.90625,-0.002742907089460905
2012-05-22,146.78125,-0.007635243879252919
2012-05-23,148.28125,0.010167425017033074
2012-05-24,147.5,-0.005282632464427224
2012-05-25,147.71875,0.0014819522136353721
2012-05-29,147.8125,0.0006344506927422942
2012-05-30,149.65625,0.012396418856630611
2012-05-31,150.28125,0.004167540935053341
2012-06-01,152.625,0.015475393952932705
2012-06-04,151.875,-0.004926118336055889
2012-06-05,151.21875,-0.004330350101220895
2012-06-06,149.34375,-0.012476768215160333
2012-06-07,149.0625,-0.001885014695771335
2012-06-08,149.21875,0.0010476690324436838
2012-06-11,149.875,0.004388263232574261
2012-06-12,148.8125,-0.007114489100596781
2012-06-13,149.84375,0.006905960270730524
2012-06-14,149.75,-0.0006258475222532728
2012-06-15,150.21875,0.0031253280986754607
2012-06-18,150.21875,0.0
2012-06-19,149.5625,-0.004378199425642008
2012-06-20,149.34375,-0.0014636698901604331
2012-06-21,149.21875,-0.0008373456633275658
2012-06-22,148.09375,-0.0075678309472423586
2012-06-25,149.28125,0.007986591422373537
2012-06-26,148.90625,-0.002515197301659324
2012-06-27,149.0625,0.00104876779408443
2012-06-28,149.84375,0.00522740343515173
2012-06-29,147.96875,-0.012591981697359962
2012-07-02,149.59375,0.010922183772330417
2012-07-03,148.53125,-0.007127912778499649
2012-07-05,148.90625,0.002521539474293014
2012-07-06,149.875,0.006484700059102475
2012-07-09,150.59375,0.004784200492927957
2012-07-10,151.0,0.0026940229743181838
2012-07-11,151.15625,0.0010342332083322964
2012-07-12,151.625,0.0030962972409576428
2012-07-13,151.1875,-0.0028895788939681793
2012-07-16,151.78125,0.003919551175772317
2012-07-17,150.9375,-0.005574495699126422
2012-07-18,151.28125,0.0022748432930759202
2012-07-19,150.59375,-0.004554873299361624
2012-07-20,151.78125,0.007854525705412074
2012-07-23,152.15625,0.00246761383695612
2012-07-24,152.875,0.004712640624362006
2012-07-25,152.8125,-0.00040891433814525227
2012-07-26,152.5,-0.0020470836217247996
2012-07-27,150.03125,-0.016320990316252528
2012-07-30,151.0,0.006436231083710498
2012-07-31,151.03125,0.0002069322304331886
2012-08-01,150.28125,-0.00497823056742142
